MovingParts,ForceTorque,WeightConstraints,ElectronicsComplexity,PowerConsumption,SoftwareComplexity,MaterialDifficulty,ChemicalFluids,StructuralLoad,Aerodynamics,EnvironmentalConstraints,PrimaryField,Mechanical_Pct,Electrical_Pct,Civil_Pct,Chemical_Pct,Computer_Pct,Software_Pct,Aerospace_Pct,Materials_Pct,Environmental_Pct,Industrial_Pct,ProjectComplexity
3.745401188473625,3.936355202774421,3.7364081846669848,4.996702437290534,7.299983109899704,0.9237083927589662,6.381445683721739,6.093926309870536,2.989120412044165,3.29932405876375,8.472365776964198,Chemical,2.168035106688995,10.878259593571228,4.976836425477922,37.01818377726788,2.618489307615484,0.35175874322393985,2.9128501155068305,13.765635285637318,14.72167429177967,10.588277353230712,50.92810766937835
9.50714306409916,4.734356593750214,3.3291209623140325,7.4674677251259425,1.8451199559871156,0.6075372958802006,4.592924535341931,0.389034677630975,0.9481777516205803,8.167384190851912,4.945170437193704,Mechanical,34.134318837030584,6.660639768219771,3.793901281424243,2.131363169644686,3.9358292440756815,1.0695581293927054,20.0561457730542,20.559623970076117,3.40667753382699,4.251942293255008,58.85951407814362
7.319939418114051,8.545473932021803,1.7615391250286005,5.626667806563331,3.4663969436988618,6.04191950743664,9.644985248639408,6.122603408767345,1.2635922497221597,9.943768165049573,1.9546561063218582,Aerospace,28.651714584574012,4.011970112581211,6.357987195726691,5.686311357914289,1.3487022393971335,1.5140978314450149,33.14610250310379,15.507824106635413,1.239795547787718,2.535494520834706,55.55363669565034
5.986584841970366,3.400043860598921,6.07266670101488,0.8330258311179639,6.632806368578183,9.661163224927549,2.189784509842382,0.8966860676411625,1.806711281809218,8.407615378270457,7.366417866100926,Software,5.614735921487216,9.220448865273196,6.905716223205906,1.248183204337652,11.853059010043584,23.79844456251673,20.59529578913002,1.3709235501307162,10.7148838817903,8.67830899208468,67.88787958902786
1.5601864044243652,8.696496848121713,4.766241605086289,1.855802367835554,4.820893445244799,5.02721308954724,5.8785641599894065,7.103442385187472,2.0365333436494835,3.4614292643429225,4.186781356832957,Chemical,12.861177071593211,3.282827258359712,5.8778637954117166,35.356009088887355,2.0835043445921495,5.95825340741741,4.9323127164817935,12.95742703660307,11.16356670713759,5.527058573515977,40.77890969326907
1.5599452033620265,0.8813443097669149,8.657009923240036,2.1932818403091914,7.385710386348938,0.5151522593930513,7.002100149902226,3.900776465809306,2.4226180921054405,7.112523934128624,5.946274834524972,Materials,2.374004092123763,11.037409748159776,12.13663121189434,5.998591285032615,0.7810533783589895,0.2714546014749427,8.5368177157279,34.227169609860475,18.46685791146475,6.170010445902452,40.71848905945444
0.5808361216819946,7.767984372086307,0.32109580482058253,2.5786425364484487,9.612079012228596,2.212186560774562,8.255644893453816,8.376964915685187,2.5546002896349442,5.339234469910733,1.0726529017393882,Chemical,7.664304665977149,9.22355378097422,4.939912884587419,51.88410970340114,2.1354699996152307,0.2934761592566789,6.2172638005526215,9.609621369568707,5.1961139946421175,2.8361736414247103,39.79427634329321
8.661761457749352,8.475476330547364,6.438679275551263,5.654033919505043,1.165466877151975,2.447929064157707,4.069710304280071,9.425292452651306,4.55716345487536,7.865177838834086,6.315839895159923,Chemical,17.029232135893576,1.2280270198842014,9.813932752016266,41.01554629225195,0.12344703853543641,0.13138806765680058,15.246469075399585,3.927967380858219,7.430789096842104,4.0532011406618595,70.90624922170899
6.011150117432088,1.8181765283733875,7.629488785115611,5.039657798253935,7.095677163980609,3.3785712913695,6.869219076574815,4.1711034146560895,5.0957319082604124,1.5309739464624172,3.735504889451243,Materials,23.120322784947803,11.050626344488393,8.948084332939343,10.173961144645213,1.4500084090389886,2.4922354181583426,3.90464030151785,26.866375002884496,2.927942076390991,9.06580418498858,57.7140198094947
7.080725777960454,4.303465323722005,7.59486569188307,2.0316003836420893,2.303441556321145,0.4360338358621263,3.0320147138428277,4.605552954737462,3.088792081263559,6.381345926459039,3.3418974971849447,Aerospace,30.01584677418246,1.5884610606666965,3.963089153575151,11.552155314119467,0.3604279954032388,0.7075288571416047,34.860068825590844,5.856200918900637,8.424603440745917,2.671617659673969,43.44935856349645
0.20584494295802447,1.6549977466365562,8.860739670955251,0.6755484345568707,4.144767274075693,9.048927004979163,4.354760923618203,5.9014758101285025,9.072964199207282,7.736667733417346,9.799155787778012,Civil,3.470630382775644,1.284014307071237,32.99503226876809,19.910600408127944,3.3843413681572065,5.216573862499992,5.758497294590065,6.812768069159544,14.288155001995143,6.879387036855132,72.53562171721713
9.699098521619943,7.066041289942177,7.290337428294941,1.7143220447471808,0.32862725795139824,5.155639447214952,8.956271312033993,1.9713272185805053,5.531397233389546,7.612313354066401,4.3243064276024725,Mechanical,41.43343471428439,0.7496290077325336,15.383741942382784,0.7706012569576174,0.16872505775330238,0.7134355715286474,19.900408875994774,15.370390402041206,2.6135811622501315,2.896052009074622,69.72250002350006
8.324426408004218,5.353477680616567,9.278100616476962,9.843813126186033,1.3590738229269894,6.70930792954109,9.499076093309544,9.273328408283612,7.874769280334068,9.635930056037816,6.780383781157342,Materials,11.640220860156928,2.329893103354442,4.44826266877729,5.972308374196535,0.450152383682221,0.14163535416799133,23.001676668747777,34.285889464237265,2.1917817911639306,15.538179331515625,92.47610773649608
2.1233911067827616,6.353233467083211,3.3265659982089146,4.685469497914722,3.197772890488997,0.6717283689500897,7.188173469272647,4.3299992650137265,9.242378324208433,0.5841138078432007,6.277275355738411,Civil,15.195539947680414,1.6909145668297672,43.22036647521967,5.35288799358569,0.6701598722272989,0.07782087386012058,1.393472881425788,22.423363903849445,6.8644085517049005,3.111064933616894,62.93807324319506
1.8182496720710062,1.9648696695621115,5.032094167515431,8.673455047021125,3.4198580528798495,0.541154678036494,3.7435189077618505,1.6682033591600731,1.631351145758052,3.4577936909229057,1.0430355088515764,Materials,10.674163832579584,26.37674200811188,2.253688504732478,4.495068743847403,3.7162963493230166,1.9655740655415481,5.468144985320741,30.35729729623745,2.316796363706577,12.376227850599316,39.76290040189366
1.8340450985343382,2.117458620524195,0.14079663282890675,8.487524666688433,8.995852164620958,5.8646777204054725,8.20057789974664,7.627318334188839,4.278744837156346,4.7655358179143885,7.479275370643162,Chemical,5.30586566141056,14.759551264106177,4.610914322917605,37.863992426518635,14.071885292276571,2.8876750756910923,0.8025399298633539,8.600470306456346,6.965049388729626,4.1320563320300385,78.26136058159948
3.0424224295953772,0.4149732550990637,0.06957587303291213,5.115195574628737,7.418129092665151,8.87296010504208,0.2586708172542018,2.1915137244398517,4.332104017146088,3.097635283920812,3.2315920343357654,Software,6.561918545920177,23.687684668593537,1.6292345978311533,1.7641845418423503,14.783852435680897,41.21743237367128,1.3964455503841133,0.4097187253401959,1.615045728761277,6.934482831975037,67.0372511745157
5.247564316322379,3.220675351957297,2.401266204515199,7.066877084605435,9.72182968187041,5.28482000959547,1.0274591053942106,1.4352927507185498,3.5447225043835418,3.0978951367247087,7.98939549196735,Electrical,2.3275053615729586,58.71248363764601,4.2782822434512875,2.081016543313775,5.637290645865101,10.723975454557843,0.9817363989610769,0.9558063043734761,4.122324532488815,10.179578877769657,66.64532814988414
4.319450186421157,5.59744661333675,1.0080719713908526,1.9275201041271228,5.9907151033524055,8.778191725700715,6.613737363753611,5.628720754940071,0.0890586655163994,1.7612860668992636,6.076407826153824,Chemical,14.272513827261477,5.24968800123686,2.371351866633232,26.355144024972653,4.492055786814785,16.93319235416088,4.1721774869687245,6.507957665003543,11.685301603747453,7.960617383200389,56.83778121902283
2.9122914019804194,8.579349139973289,2.602113679357536,6.883967049269083,2.41713732091318,8.109912730552393,2.912485752700574,6.714952552915908,8.15972107778095,8.129514030252077,3.1709148995348957,Civil,10.549474299674548,15.049550701890233,24.928222148580048,7.623175446316852,1.857204437968229,18.918962592128892,7.7946677397139865,2.7071886727807346,1.701010538583371,8.870543422363104,75.55752558818321
6.118528947223795,6.669274474586807,1.770432945283974,2.723845792632895,3.276550299216429,0.7585378579492075,9.513862184004777,5.695627406649163,1.115593215539028,9.080690443845423,3.5629296033107094,Mechanical,31.837685032977664,1.8836089539135756,2.022205469869694,8.379920622364459,0.17342674327117455,0.1936268874049983,21.52738061550706,26.546584331834765,5.002518748889259,2.433042593967351,41.98382739124542
1.3949386065204183,4.353963233997514,0.2852002483864824,8.320620967541508,3.198359232919671,2.019574743856899,4.360606120923047,6.565106489473632,9.95480597921759,0.8232735957175052,7.315073696663607,Chemical,2.6238686834391536,21.83949087674555,19.625655241874796,28.626533720963188,0.6042532501104702,0.3956134712571456,1.6489306151527012,5.321792469999388,17.14934691451536,2.164514755942254,72.29897238455771
2.9214464853521815,9.531201143941377,9.093041464060494,0.8372413310890992,3.2649432766325157,6.577106691553425,4.29364820389177,1.1552401230774445,7.729584919111816,1.5489891175829862,5.500593151228818,Civil,22.221479747088654,1.3945633763630911,42.49639616330923,3.1009679689784977,1.9749231091057595,2.8348341581639085,6.326582275157211,6.082664000173323,5.986665289845061,7.580923911815263,67.8901896964693
3.663618432936917,7.192452005758319,0.08223131388891525,7.731386728852775,6.729641731118157,4.435013825500416,6.7807951019093125,4.760180378841073,5.800100176065145,2.284529998718532,6.683510406713152,Electrical,11.770330381402774,41.90758949179557,7.781025780894988,5.3044238146780085,1.5886760496203582,1.8984419996288966,2.2805288432132174,10.219451719513675,9.632205007510933,7.617326911741571,65.46327573067289
4.56069984217036,9.301652028625501,7.360821443370854,0.9993690656861953,5.308079280904162,2.9069981364692055,7.675685623061897,3.5701864408854123,1.5460641774159745,5.089874838541691,1.5831832107518828,Aerospace,29.139083491446222,3.8972005725162915,4.74729945991674,3.467621489472471,0.45754110118702024,0.3760427090279259,33.47303309434292,15.470274191602238,3.880479704716894,5.091424185771295,38.68122721965541
7.851759613930136,5.2758797327216564,1.5214788691951653,8.81189236894309,3.854241780866443,4.186338560479791,4.755587381251365,9.733686162401218,5.15392971393247,7.91172033300967,7.8697667222841865,Chemical,4.558990085088783,8.582694702311805,1.972202584843842,73.09072890030414,0.3271286777868747,1.6947978060898945,2.7484419797491046,2.3450828082697486,2.191971910479615,2.4879605450762012,79.99322297707063
1.9967378215835974,2.589042747931396,9.122296219996,3.042045181350037,1.490897687287166,4.451996462706344,2.1400090171172415,0.4962393417946742,2.611087408578089,0.7145552476495021,3.203913189150347,Industrial,9.475484239830344,8.589695591147512,16.53927143308364,3.2140344825251472,4.229457107887433,8.239296414538515,11.696785504766108,8.205664455343598,7.169341636557778,22.640969134319928,44.46752326372599
